漢字,羅馬字,來源,會用得無
!,!,詞彙分級
!,！,詞彙分級
親屬,tshin1-siok8,教典詞條
親情,tshin1-tsiann5,itaigi
親情,tshin1-tsiann5,twisas-語料庫系統
親情,tshin1-tsiann5,教典例句
親情,tshin1-tsiann5,教典詞條
親情,tshin1-tsiann5,詞彙分級
親情,tshin1-tsing5,教典詞條
親情,tshin1-tsing5,詞彙分級
親情乎,tshin1-tsiann5-honnh4,twisas-語料庫系統
親情五十,tshin1-tsiann5-goo7-tsap8,教典詞條
親情五十,tshin1-tsiann5-goo7-tsap8,詞彙分級
親情啦唅,tshin1-tsiann5-lah4-hannh4,twisas-語料庫系統
親情朋友,tshin1-tsiann5-ping5-iu2,詞彙分級
親愛,tshin1-ai3,twisas-語料庫系統
親愛,tshin1-ai3,教典詞條
親愛,tshin1-ai3,詞彙分級
親愛的,tshin1-ai3-e5,itaigi
親戚,tshin1-tshik4,教典詞條
親戚,tshin1-tshik4,詞彙分級
親手,tshin1-tshiu2,twisas-語料庫系統
親手,tshin1-tshiu2,教典詞條
親手,tshin1-tshiu2,詞彙分級
親族,tshin1-tsok8,教典例句
親族,tshin1-tsok8,教典詞條
親族,tshin1-tsok8,詞彙分級
親朋好友,tshin1-ping5-ho2-iu2,詞彙分級
親朋戚友,tshin1-ping5-tshik4-iu2,詞彙分級
親水,tshin1-tsui2,詞彙分級
親王,tshin1-ong5,詞彙分級
親生,tshin1-senn1,教典例句
親生,tshin1-senn1,教典詞條
親生,tshin1-sinn1,教典詞條
親生,tshin1-sinn1,詞彙分級
親生囝,tshin1-sinn1-kiann2,詞彙分級
親生的,tshin1-senn1-e5,教典例句
親疏,tshin1-soo1,itaigi
親目,tshin1-bak8,教典例句
親目,tshin1-bak8,教典詞條
親目,tshin1-bak8,詞彙分級
親目睭,tshin1-bak8-tsiu1,詞彙分級
親筆,tshin1-pit4,教典詞條
親自,tshin1-tsu7,教典詞條
親自,tshin1-tsu7,詞彙分級
親身,tshin1-sin1,twisas-語料庫系統
親身,tshin1-sin1,教典例句
親身,tshin1-sin1,教典詞條
親身,tshin1-sin1,詞彙分級
親近,tshin1-kin7,教典詞條
親近,tshin1-kin7,詞彙分級
親近,tshin1-kun7,教典詞條
親骨肉,tshin1-kut4-jiok8,教典詞條
親骨肉,tshin1-kut4-jiok8,詞彙分級
親骨肉,tshin1-kut4-liok8,教典詞條
覲美,kin7-bi2,詞彙分級
覺,kak4,教典詞條
覺悟,kak4-goo7,教典詞條
覺悟,kak4-goo7,詞彙分級
覺悟,kak4-ngoo7,twisas-語料庫系統
覺悟,kak4-ngoo7,教典例句
覺悟,kak4-ngoo7,教典詞條
覺悟,kak4-ngoo7,詞彙分級
覺醒,kak4-tshenn2,教典例句
覺醒,kak4-tshenn2,教典詞條
覺醒,kak4-tshinn2,itaigi
覺醒,kak4-tshinn2,教典詞條
覺醒,kak4-tshé́nn,itaigi
覽,lam2,教典詞條
觀,kuan1,教典詞條
觀,kuan1,詞彙分級
觀,kuan3,教典詞條
觀世音,kuan1-se3-im1,詞彙分級
觀世音菩薩,kuan1-se3-im1-phoo5-sat4,詞彙分級
觀來,kuan1-lai5,教典例句
觀光,kuan1-kong1,教典例句
觀光,kuan1-kong1,教典詞條
觀光,kuan1-kong1,詞彙分級
觀光區,kuan1-kong1-khu1,詞彙分級
觀光客,kuan1-kong1-kheh4,詞彙分級
觀光業,kuan1-kong1-giap8,詞彙分級
觀前顧後,kuan1-tsing5-koo3-au7,教典例句
觀前顧後,kuan1-tsing5-koo3-au7,教典詞條
觀察,kuan1-tshat4,twisas-語料庫系統
觀察,kuan1-tshat4,教典例句
觀察,kuan1-tshat4,教典詞條
觀察,kuan1-tshat4,詞彙分級
觀察者,kuan1-tshat4-tsia2,詞彙分級
觀念,kuan1-liam7,twisas-語料庫系統
觀念,kuan1-liam7,教典例句
觀念,kuan1-liam7,教典詞條
觀念,kuan1-liam7,詞彙分級
觀想,kuan1-siong2,教典詞條
觀感,kuan1-kam2,教典詞條
觀摩,kuan1-moo5,教典詞條
觀日峰,kuan1-jit8-hong1,詞彙分級
觀景台,kuan1-king2-tai5,詞彙分級
觀月會,kuan1-gueh8-hue7,詞彙分級
觀望,kuan1-bong7,教典詞條
觀望,kuan1-bong7,詞彙分級
觀測,kuan1-tshik4,教典詞條
觀照,kuan1-tsiau3,教典詞條
觀看,kuan1-khuann3,教典詞條
觀看,kuan1-khuann3,詞彙分級
觀眾,kuan1-tsiong3,twisas-語料庫系統
觀眾,kuan1-tsiong3,教典例句
觀眾,kuan1-tsiong3,教典詞條
觀眾,kuan1-tsiong3,詞彙分級
觀禮,kuan1-le2,詞彙分級
觀賞,kuan1-siong2,教典詞條
觀賞,kuan1-siong2,詞彙分級
觀音,kuan1-im1,教典詞條
觀音,kuan1-im1,詞彙分級
觀音亭,kuan1-im1-ting5,詞彙分級
觀音像,kuan1-im1-siong7,詞彙分級
觀音娘娘,kuan1-im1-niu5-niu5,詞彙分級
觀音媽,kuan1-im1-ma2,教典例句
觀音媽,kuan1-im1-ma2,詞彙分級
觀音山,kuan1-im1-suann1,詞彙分級
觀音竹,kuan1-im1-tik4,教典詞條
觀音菩薩,kuan1-im1-phoo5-sat4,詞彙分級
觀點,kuan1-tiam2,教典詞條
觀點,kuan1-tiam2,詞彙分級
角,kak4,itaigi
角,kak4,twisas-語料庫系統
角,kak4,教典例句
角,kak4,教典詞條
角,kak4,詞彙分級
角仔,kak4-a2,itaigi
角仔酥,kak4-a2-soo1,itaigi
角勢,kak4-si3,教典例句
角勢,kak4-si3,教典詞條
角勢,kak4-si3,詞彙分級
角哼,kak4-hngh4,twisas-語料庫系統
角啦,kak4-lah4,twisas-語料庫系統
角度,kak4-too7,twisas-語料庫系統
角度,kak4-too7,教典詞條
角度,kak4-too7,詞彙分級
角筍蛹,kak4-sun2-iong2,itaigi
角筍蜂,kak4-sun2-phang1,itaigi
角筍蟲,kak4-sun2-thang5,itaigi
角糖,kak4-thng5,教典例句
角色,kak4-sik4,教典詞條
角色,kak4-sik4,詞彙分級
角蜂,kak4-phang1,教典例句
角金魚,kak4-kim1-hi5,itaigi
角頭,kak4-thau5,教典例句
角頭,kak4-thau5,教典詞條
角頭,kak4-thau5,詞彙分級
角頭牌,kak4-thau5-pai5,詞彙分級
角鼓,kak4-koo2,教典詞條
角齒,kak4-khi2,教典例句
角齒,kak4-khi2,教典詞條
解,kai2,itaigi
解,kai2,twisas-語料庫系統
解,kai2,教典例句
解,kai2,教典詞條
解,kai2,詞彙分級
解,ke2,教典詞條
解厄,kai2-eh4,教典例句
解厄,kai2-eh4,教典詞條
解厄,kai2-eh4,詞彙分級
解嚴,kai2-giam5,twisas-語料庫系統
解嚴,kai2-giam5,教典詞條
解圍,kai2-ui5,教典詞條
解圍,kai2-ui5,詞彙分級
解壓縮,kai2-ap4-sok4,itaigi
解套,kai2-tho3,教典詞條
解心悶,kai2-sim1-bun7,教典詞條
解悶,kai2-bun7,教典例句
解悶,kai2-bun7,教典詞條
解愁,kai2-tshiu5,教典例句
解愁,kai2-tshiu5,教典詞條
解放,kai2-hong3,twisas-語料庫系統
解放,kai2-hong3,教典詞條
解救,kai2-kiu3,教典詞條
解救,kai2-kiu3,詞彙分級
解救出來,解-救-出-來,詞彙分級
解散,kai2-san3,教典例句
解散,kai2-san3,教典詞條
解散,kai2-san3,詞彙分級
解散,kai2-suann3,詞彙分級
解析,kai2-sik4,教典詞條
解毒,kai2-tok8,教典詞條
解決,kai2-kuat4,twisas-語料庫系統
解決,kai2-kuat4,教典例句
解決,kai2-kuat4,教典詞條
解決,kai2-kuat4,詞彙分級
解決乎,kai2-kuat4-honnh4,twisas-語料庫系統
解決啦,kai2-kuat4-lah4,twisas-語料庫系統
解決的,kai2-kuat4-e5,twisas-語料庫系統
解決的啦,kai2-kuat4-e5-lah4,twisas-語料庫系統
解決矣,kai2-kuat4-ah4,twisas-語料庫系統
解消,kai2-siau1,詞彙分級
解渴,kai2-khat4,詞彙分級
解碼,kai2-ma2,教典詞條
解禁,kai2-kim3,詞彙分級
解答,kai2-tap4,教典例句
解答,kai2-tap4,教典詞條
解答,kai2-tap4,詞彙分級
解約,kai2-iok4,教典詞條
解脫,kai2-thuat4,教典詞條
解脫,kai2-thuat4,詞彙分級
解說,kai2-seh4,twisas-語料庫系統
解說,kai2-seh4,教典詞條
解說,kai2-sueh4,twisas-語料庫系統
解說,kai2-sueh4,教典例句
解說,kai2-sueh4,教典詞條
解說,kai2-sueh4,詞彙分級
解說,ke2-sueh4,詞彙分級
解說一下,kai2-sueh4-tsit8-e7,twisas-語料庫系統
解說啊,kai2-sueh4-ah4,twisas-語料庫系統
解說啦,kai2-sueh4-lah4,twisas-語料庫系統
解說過啦,kai2-sueh4-kue3-lah4,twisas-語料庫系統
解讀,kai2-thok8,教典詞條
解讀,kai2-thok8,詞彙分級
解酒,kai2-tsiu2,教典例句
解酒,kai2-tsiu2,教典詞條
解釋,kai2-sik4,教典詞條
解釋,kai2-sik4,詞彙分級
解除,kai2-tu5,教典詞條
解除,kai2-tu5,詞彙分級
解體,kai2-the2,教典詞條
觱,pi1,教典詞條
觱,pi1,詞彙分級
觱仔,pi1-a2,itaigi
觱仔,pi1-a2,教典詞條
觱仔,pi1-a2,詞彙分級
觱觱鳥,pi1-pi1-tsiau2,itaigi
觳,khok4,教典例句
觳,khok4,教典詞條
觳仔,khok4-a2,教典例句
觳仔,khok4-a2,教典詞條
觳仔,khok4-a2,詞彙分級
觳仔炱,khok4-a2-te1,教典詞條
觳仔炱,khoo2-a2-te1,教典詞條
觳仔餅,khok4-a2-piann2,教典詞條
觸,tak4,itaigi
觸,tak4,twisas-語料庫系統
觸,tak4,教典例句
觸,tak4,教典詞條
觸,tak4,詞彙分級
觸,tshik4,教典詞條
觸,tshik4,詞彙分級
觸,tshiok4,教典詞條
觸㧎,tak4-khe5,itaigi
觸口,tak4-khau2,詞彙分級
觸喙,tak4-tshui3,itaigi
觸喙,tak4-tshui3,教典詞條
觸嘓子,tak4-khok8-tsi2,詞彙分級
觸感,tshiok4-kam2,詞彙分級
觸控,tshiok4-khong3,itaigi
觸犯,tshiok4-huan7,教典例句
觸犯,tshiok4-huan7,教典詞條
觸犯,tshiok4-huan7,詞彙分級
觸纏,tak4-tinn5,教典例句
觸纏,tak4-tinn5,教典詞條
觸纏,tak4-tinn5,詞彙分級
觸纏喔,tak4-tinn5-ooh4,twisas-語料庫系統
觸舌,tak4-tsih8,itaigi
觸舌,tak4-tsih8,教典例句
觸舌,tak4-tsih8,教典詞條
觸舌,tak4-tsih8,詞彙分級
觸著,tak4-tioh8,教典例句
言,gan5,教典詞條
言,gan5,詞彙分級
言,gian5,itaigi
言,gian5,教典例句
言,gian5,教典詞條
言,gian5,詞彙分級
言行,gian5-hing5,教典詞條
言行錄,gian5-hing5-lok8,教典例句
言詞,gian5-su5,教典例句
言詞,gian5-su5,教典詞條
言語,gian5-gi2,itaigi
言語,gian5-gi2,twisas-語料庫系統
言語,gian5-gi2,教典例句
言語,gian5-gi2,教典詞條
言語,gian5-gi2,詞彙分級
言語,gian5-gu2,教典詞條
言論,gian5-lun7,教典例句
言論,gian5-lun7,教典詞條
言論,gian5-lun7,詞彙分級
言辭,gian5-su5,教典例句
訂,ting7,itaigi
訂,ting7,twisas-語料庫系統
訂,ting7,教典詞條
訂,ting7,詞彙分級
訂位,ting7-ui7,教典例句
訂做,ting7-tso3,教典詞條
訂做,ting7-tso3,詞彙分級
訂做,ting7-tsue3,教典詞條
訂單,ting7-tuann1,教典詞條
訂婚,ting7-hun1,twisas-語料庫系統
訂婚,ting7-hun1,教典例句
訂婚,ting7-hun1,教典詞條
訂婚,ting7-hun1,詞彙分級
訂婚啊,ting7-hun1-ah4,twisas-語料庫系統
訂定,ting7-ting7,教典詞條
訂戶,ting7-hoo7,教典詞條
訂製,ting7-tse3,教典詞條
訂製,ting7-tse3,詞彙分級
訂貨,ting7-he3,教典詞條
訂貨,ting7-hue3,教典詞條
訂金,tiann7-kim1,教典例句
訃,hu3,教典詞條
訃音,hu3-im1,教典詞條
計,ke3,itaigi
計,ke3,教典例句
計,ke3,教典詞條
計,ke3,詞彙分級
計,ki3,教典詞條
計智,ke3-ti3,教典例句
計智,ke3-ti3,教典詞條
計智,ke3-ti3,詞彙分級
計畫,ke3-ue7,twisas-語料庫系統
計畫,ke3-ue7,教典例句
計畫,ke3-ue7,教典詞條
計畫,ke3-ue7,詞彙分級
計畫書,ke3-ue7-su1,詞彙分級
計程仔,ke3-thing5-a2,詞彙分級
計程車,ke3-thing5-tshia1,教典例句
計程車,ke3-thing5-tshia1,教典詞條
計程車,ke3-thing5-tshia1,詞彙分級
計程車,ke3-ting5-tshia1,twisas-語料庫系統
計程車,ke3-ting5-tshia1,教典詞條
計程車,ke3-ting5-tshia1,詞彙分級
計程車,khe3-thing5-tshia1,教典詞條
計程車,khe3-thing5-tshia1,詞彙分級
計策,ke3-tshik4,教典詞條
計策,ke3-tshik4,詞彙分級
計策呢,ke3-tshik4-neh4,twisas-語料庫系統
計策矣,ke3-tshik4-ah4,twisas-語料庫系統
計策矣,ke3-tshik4-ah4,教典例句
計算,ke3-sng3,教典例句
計算,ke3-sng3,教典詞條
計算,ke3-sng3,詞彙分級
計算,ke3-suan3,詞彙分級
計算機,ke3-sng3-ki1,itaigi
計計,ke3-ke3,詞彙分級
計謀,ke3-bio5,教典詞條
計謀,ke3-boo5,教典例句
計謀,ke3-boo5,教典詞條
計較,ke3-kau3,twisas-語料庫系統
計較,ke3-kau3,教典例句
計較,ke3-kau3,教典詞條
計較,ke3-kau3,詞彙分級
計較啊喂,ke3-kau3-ah4-eh4,twisas-語料庫系統
計較啦,ke3-kau3-lah4,twisas-語料庫系統
計較啦乎,ke3-kau3-lah4-honnh4,twisas-語料庫系統
計較嘛唅,ke3-kau3-mah4-hannh4,twisas-語料庫系統
計較矣,ke3-kau3-ah4,教典例句
訊,sin3,教典詞條
訊息,sin3-sit4,教典詞條
訊號,sin3-ho7,教典詞條
討,tho2,itaigi
討,tho2,twisas-語料庫系統
討,tho2,教典例句
討,tho2,教典詞條
討,tho2,詞彙分級
討一下,tho2-tsit8-e7,twisas-語料庫系統
討乎,tho2-honnh4,twisas-語料庫系統
討人厭的,tho2-lang5-ia3-e5,詞彙分級
討人情,tho2-jin5-tsing5,教典例句
討人情,tho2-jin5-tsing5,教典詞條
討人情,tho2-lin5-tsing5,教典詞條
討保,tho2-po2,詞彙分級
討債,tho2-tse3,教典例句
討債,tho2-tse3,教典詞條
討債,tho2-tse3,詞彙分級
討債囝,tho2-tse3-kiann2,教典例句
討債囝,tho2-tse3-kiann2,教典詞條
討厭,tho2-ia3,itaigi
討厭,tho2-ia3,twisas-語料庫系統
討厭,tho2-ia3,教典例句
討厭,tho2-ia3,教典詞條
討厭,tho2-ia3,詞彙分級
討厭伊,tho2-ia3-i1,教典例句
討厭我,tho2-ia3-gua2,twisas-語料庫系統
討厭的,tho2-ia3-e5,twisas-語料庫系統
討厭的,tho2-ia3-e5,詞彙分級
討厭鬼,tho2-ia3-kui2,詞彙分級
討命,tho2-mia7,教典例句
討命,tho2-mia7,教典詞條
討啦,tho2-lah4,twisas-語料庫系統
討喔,tho2-ooh4,twisas-語料庫系統
討契兄,tho2-khe3-hiann1,教典例句
討契兄,tho2-khe3-hiann1,教典詞條
討契兄,tho2-khe3-hiann1,詞彙分級
討契兄,tho2-kheh4-hiann1,itaigi
討契兄,tho2-khue3-hiann1,教典詞條
討客兄,tho2-kheh4-hiann1,itaigi
討客兄,tho2-kheh4-hiann1,詞彙分級
討掠,tho2-liah8,詞彙分級
討數,tho2-siau3,教典詞條
討數,tho2-siau3,詞彙分級
討數矣,tho2-siau3-ah4,教典例句
討海,tho2-hai2,itaigi
討海,tho2-hai2,教典例句
討海,tho2-hai2,教典詞條
討海,tho2-hai2,詞彙分級
討海人,tho2-hai2-lang5,教典例句
討海人,tho2-hai2-lang5,教典詞條
討海人,tho2-hai2-lang5,詞彙分級
討海的,tho2-hai2-e5,詞彙分級
討的呢,tho2-e5-neh4,twisas-語料庫系統
討皮疼,tho2-phe5-thiann3,教典詞條
討皮疼,tho2-phue5-thiann3,twisas-語料庫系統
討皮疼,tho2-phue5-thiann3,教典詞條
討皮疼,tho2-phue5-thiann3,詞彙分級
討皮疼咧,tho2-phue5-thiann3-leh4,教典例句
討皮疼啦,tho2-phue5-thiann3-lah4,教典例句
討論,tho2-lun7,twisas-語料庫系統
討論,tho2-lun7,教典例句
討論,tho2-lun7,教典詞條
討論,tho2-lun7,詞彙分級
討論啦,tho2-lun7-lah4,twisas-語料庫系統
討論過啦,tho2-lun7-kue3-lah4,twisas-語料庫系統
討趁,tho2-than3,itaigi
討趁,tho2-than3,教典例句
討趁,tho2-than3,教典詞條
討趁,tho2-than3,詞彙分級
討錢,tho2-tsinn5,教典例句
討錢,tho2-tsinn5,教典詞條
討錢,tho2-tsinn5,詞彙分級
討錢啦,tho2-tsinn5-lah4,教典例句
討食,tho2-tsiah8,itaigi
討食,tho2-tsiah8,教典例句
討食,tho2-tsiah8,教典詞條
討食,tho2-tsiah8,詞彙分級
訓,hun3,教典詞條
訓,hun3,詞彙分級
訓練,hun3-lian7,twisas-語料庫系統
訓練,hun3-lian7,教典例句
訓練,hun3-lian7,教典詞條
訓練,hun3-lian7,詞彙分級
訓練局,hun3-lian7-kiok8,詞彙分級
訓練所,hun3-lian7-soo2,詞彙分級
訕,suan7,教典詞條
訕削,suan1-siah4,教典詞條
訕削,suan7-siah4,教典詞條
訕削人,suan7-siah4-lang5,教典例句
訕潲,suan1-siau5,教典詞條
訕潲,suan7-siau5,itaigi
訕潲,suan7-siau5,教典例句
訕潲,suan7-siau5,教典詞條
託,thok4,twisas-語料庫系統
託,thok4,教典詞條
託付,thok4-hu3,教典詞條
託夢,thok4-bang7,教典例句
託夢,thok4-bang7,教典詞條
託夢,thok4-bang7,詞彙分級
記,ki3,twisas-語料庫系統
記,ki3,教典例句
記,ki3,教典詞條
記,ki3,詞彙分級
記一下,ki3-tsit8-e7,twisas-語料庫系統
記住,ki3-tsu7,詞彙分級
記咧,ki3-leh4,教典例句
記咧,ki3-leh4,詞彙分級
記啊呢,ki3-ah4-neh4,twisas-語料庫系統
記啦,ki3-lah4,twisas-語料庫系統
記得,ki3-eh4,twisas-語料庫系統
記得,ki3-tit4,教典例句
記得,ki3-tit4,詞彙分級
記得喔,ki3-lit4-ooh4,twisas-語料庫系統
記得矣,ki3-tit4-ah4,詞彙分級
記性,ki3-sing3,twisas-語料庫系統
記性,ki3-sing3,教典詞條
記憶,ki3-ik4,教典詞條
記憶,ki3-ik4,詞彙分級
記憶體,ki3-ik4-the2,教典詞條
記持,ki3-ti5,twisas-語料庫系統
記持,ki3-ti5,教典例句
記持,ki3-ti5,教典詞條
記持,ki3-ti5,詞彙分級
記數,ki3-siau3,教典例句
記數,ki3-siau3,教典詞條
記牢牢,ki3-tiau5-tiau5,詞彙分級
記牢牢喔,ki3-tiau5-tiau5-ooh4,twisas-語料庫系統
記的啊,ki3-e5-ah4,twisas-語料庫系統
記矣呢,ki3-ah4-neh4,twisas-語料庫系統
記者,ki3-tsia2,twisas-語料庫系統
記者,ki3-tsia2,教典詞條
記者,ki3-tsia2,詞彙分級
記者呢,ki3-tsia2-neh4,twisas-語料庫系統
記者會,ki3-tsia2-hue7,詞彙分級
記落來,ki3-loh8-lai5,教典例句
記著,ki3-tioh8,詞彙分級
記號,ki3-ho7,教典例句
記號,ki3-ho7,教典詞條
記號,ki3-ho7,詞彙分級
記載,ki3-tsai3,教典詞條
記載,ki3-tsai3,詞彙分級
記過,ki3-ko3,詞彙分級
記錄,ki3-liok8,教典詞條
記錄,ki3-lok8,教典詞條
記錄,ki3-lok8,詞彙分級
記錄器,ki3-lok8-khi3,詞彙分級
訟,siong7,教典詞條
訣,kuat4,教典詞條
訪,hong2,教典詞條
訪問,hong2-bun7,教典例句
訪問,hong2-bun7,教典詞條
訪問,hong2-bun7,詞彙分級
訪問,hong2-mng7,詞彙分級
訪客,hong2-kheh4,教典例句
訪客,hong2-kheh4,教典詞條
訪查,hong2-tsa1,教典詞條
訪視,hong2-si7,詞彙分級
訪談,hong2-tam5,教典詞條
設,siat4,教典例句
設,siat4,教典詞條
設,siat4,詞彙分級
設使,siat4-su2,詞彙分級
設做,siat4-tso3,詞彙分級
設備,siat4-pi7,twisas-語料庫系統
設備,siat4-pi7,教典例句
設備,siat4-pi7,教典詞條
設備,siat4-pi7,詞彙分級
設備乎,siat4-pi7-honnh4,twisas-語料庫系統
設定,siat4-ting7,教典詞條
設定,siat4-ting7,詞彙分級
設局,siat4-kiok8,twisas-語料庫系統
設局,siat4-kiok8,教典詞條
設廠,siat4-tshiunn2,教典詞條
設廠,siat4-tshiunn2,詞彙分級
設得,siat4-tit4,教典例句
設想,siat4-siong2,twisas-語料庫系統
設想,siat4-siong2,教典例句
設想,siat4-siong2,教典詞條
設想,siat4-siong2,詞彙分級
設施,siat4-si1,教典詞條
設施,siat4-si1,詞彙分級
設法,siat4-huat4,教典詞條
設法,siat4-huat4,詞彙分級
設立,siat4-lip8,教典詞條
設立,siat4-lip8,詞彙分級
設緣投,siat4-ian5-tau5,教典例句
設緣投,siat4-ian5-tau5,教典詞條
設置,siat4-ti3,教典詞條
設計,siat4-ke3,itaigi
設計,siat4-ke3,twisas-語料庫系統
設計,siat4-ke3,教典例句
設計,siat4-ke3,教典詞條
設計,siat4-ke3,詞彙分級
設計乎,siat4-ke3-honnh4,twisas-語料庫系統
設計去矣,siat4-ke3-khi3-ah4,教典例句
設計啊,siat4-ke3-ah4,twisas-語料庫系統
設計啦,siat4-ke3-lah4,twisas-語料庫系統
設計師,siat4-ke3-su1,itaigi
設計師,siat4-ke3-su1,twisas-語料庫系統
設計師,siat4-ke3-su1,詞彙分級
設計師啦,siat4-ke3-su1-lah4,twisas-語料庫系統
設計的,siat4-ke3-e5,twisas-語料庫系統
設計者,siat4-ke3-tsia2,詞彙分級
許,hi2,教典詞條
許,hi2,詞彙分級
許,hu2,教典詞條
許,khoo2,itaigi
許,khoo2,twisas-語料庫系統
許,khoo2,教典詞條
許,khoo2,詞彙分級
許可,hi2-kho2,教典例句
許可,hi2-kho2,教典詞條
許可,hu2-kho2,教典詞條
許董的,khoo2-tang2-e5,itaigi
訴,soo3,教典例句
訴,soo3,教典詞條
訴,soo3,詞彙分級
訴求,soo3-kiu5,教典詞條
訴求,soo3-kiu5,詞彙分級
訴狀,soo3-tsng7,教典例句
訴狀,soo3-tsng7,教典詞條
訴狀,soo3-tsng7,詞彙分級
診,tsin2,教典詞條
診察,tsin2-tshat4,教典詞條
診所,tsin2-soo2,twisas-語料庫系統
診所,tsin2-soo2,教典例句
診所,tsin2-soo2,教典詞條
診所,tsin2-soo2,詞彙分級
診所乎,tsin2-soo2-honnh4,twisas-語料庫系統
診所呢,tsin2-soo2-neh4,twisas-語料庫系統
診所啊,tsin2-soo2-ah4,twisas-語料庫系統
診斷,tsin2-tuan3,教典詞條
診療,tsin2-liau5,教典詞條
診療室,tsin2-liau5-sik4,詞彙分級
診療所,tsin2-liau5-soo2,twisas-語料庫系統
註,tsu3,教典詞條
註,tsu3,詞彙分級
註冊,tsu3-tsheh4,twisas-語料庫系統
註冊,tsu3-tsheh4,教典例句
註冊,tsu3-tsheh4,教典詞條
註冊,tsu3-tsheh4,詞彙分級
註冊錢,tsu3-tsheh4-tsinn5,twisas-語料庫系統
註冊錢,tsu3-tsheh4-tsinn5,詞彙分級
註好好,tsu3-ho2-ho2,twisas-語料庫系統
註好好,tsu3-ho2-ho2,教典例句
註好好,tsu3-ho2-ho2,教典詞條
註好好,tsu3-ho2-ho2,詞彙分級
註好好的,tsu3-ho2-ho2-e5,twisas-語料庫系統
註好好的,tsu3-ho2-ho2-e5,教典例句
註定,tsu3-tiann7,twisas-語料庫系統
註定,tsu3-tiann7,教典例句
註定,tsu3-tiann7,教典詞條
註定,tsu3-tiann7,詞彙分級
註定啦,tsu3-tiann7-lah4,twisas-語料庫系統
註定喔,tsu3-tiann7-ooh4,twisas-語料庫系統
註明,tsu3-bing5,教典詞條
註明,tsu3-bing5,詞彙分級
註死,tsu3-si2,itaigi
註死,tsu3-si2,教典例句
註死,tsu3-si2,教典詞條
註死,tsu3-si2,詞彙分級
註死的啦,tsu3-si2-e5-lah4,教典例句
註生,tsu3-senn1,教典例句
註生娘娘,tsu3-senn1-niu5-niu5,教典詞條
註生娘娘,tsu3-sinn1-niu5-niu5,twisas-語料庫系統
註生娘娘,tsu3-sinn1-niu5-niu5,教典詞條
註解,tsu3-kai2,itaigi
註解,tsu3-kai2,教典例句
註解,tsu3-kai2,教典詞條
註解,tsu3-kai2,詞彙分級
註解一下,tsu3-kai2-tsit8-e7,教典例句
註解乎,tsu3-kai2-honnh4,twisas-語料庫系統
註銷,tsu3-siau1,教典詞條
詈,le2,教典例句
詈,le2,教典詞條
詈,le2,詞彙分級
詈,lue2,教典詞條
詐,tsa3,教典詞條
詐善,tsa3-sian7,詞彙分級
詐欺,tsa3-khi1,教典詞條
詐欺罪,tsa3-khi1-tsue7,詞彙分級
詐領,tsa3-nia2,教典詞條
詐騙,tsa3-phian3,詞彙分級
詔,tsiau3,教典詞條
評,phing5,教典例句
評,phing5,教典詞條
評估,phing5-koo2,教典詞條
評價,phing5-ke3,教典詞條
評分,phing5-hun1,教典詞條
評判,phing5-phuann3,教典詞條
評判,phing5-phuann3,詞彙分級
評定,phing5-ting7,教典詞條
評審,phing5-sim2,itaigi
評審,phing5-sim2,教典例句
評審,phing5-sim2,教典詞條
評審,phing5-sim2,詞彙分級
評比,phing5-pi2,教典詞條
評語,phing5-gi2,教典詞條
評語,phing5-gu2,教典詞條
評論,phing5-lun7,教典詞條
評論,phing5-lun7,詞彙分級
評論家,phing5-lun7-ka1,詞彙分級
評論者,phing5-lun7-tsia2,詞彙分級
評議,phing5-gi7,詞彙分級
評選,phing5-suan2,教典詞條
評選,phing5-suan2,詞彙分級
評量,phing5-liong5,教典詞條
評鑑,phing5-kam3,教典詞條
詞,su5,itaigi
詞,su5,twisas-語料庫系統
詞,su5,教典例句
詞,su5,教典詞條
詞,su5,詞彙分級
詞典,su5-tian2,itaigi
詞句,su5-ku3,詞彙分級
詞庫,su5-khoo3,詞彙分級
詞彙,su5-lui7,itaigi
詞彙,su5-lui7,詞彙分級
詞語,su5-gi2,教典例句
詢,sun5,教典詞條
詢問,sun5-mng7,詞彙分級
詣,ge7,教典詞條
試,tshi3,itaigi
試,tshi3,twisas-語料庫系統
試,tshi3,教典例句
試,tshi3,教典詞條
試,tshi3,詞彙分級
試合,tshi3-hap8,詞彙分級
試問,tshi3-bun7,詞彙分級
試射,tshi3-sia7,教典詞條
試探,tshi3-tham3,教典詞條
試探,tshi3-tham3,詞彙分級
試教,tshi3-ka3,詞彙分級
試用,tshi3-iong7,教典詞條
試看,tshi3-khuann3,教典例句
試看,tshi3-khuann3,教典詞條
試看,tshi3-khuann3,詞彙分級
試看覓,tshi3-khuann3-mai7,itaigi
試看覓,tshi3-khuann3-mai7,twisas-語料庫系統
試看覓,tshi3-khuann3-mai7,教典例句
試看覓,tshi3-khuann3-mai7,教典詞條
試看覓,tshi3-khuann3-mai7,詞彙分級
試看覓仔,tshi3-khuann3-mai7-a2,詞彙分級
試看覓咧啊,tshi3-khuann3-mai7-leh4-ah4,twisas-語料庫系統
試看覓咧啦,tshi3-khuann3-mai7-leh4-lah4,twisas-語料庫系統
試看覓啊,tshi3-khuann3-mai7-ah4,twisas-語料庫系統
試看覓啦,tshi3-khuann3-mai7-lah4,twisas-語料庫系統
試車,tshi3-tshia1,教典詞條
